Rxn_name	Comp_correction	Ratelaw						
vRPd16_21	Cytoplasm	8.99E-06						
vRPd16_22	Cytoplasm	6.42E-05						
vRPd16_23	Cytoplasm	6.42E-05						
vRPd16_24	Cytoplasm	8.99E-06						
vRPd16_25	Cytoplasm	8.99E-06						
vRPd16_26	Cytoplasm	5.82E-05						
vRPd16_27	Cytoplasm	5.82E-05						
vRPd16_28	Cytoplasm	5.82E-05						
vRPd16_29	Cytoplasm	5.82E-05						
vPd1	Cytoplasm	1.12E-05						
vPd2	Cytoplasm	1.12E-05						
vPd3	Cytoplasm	4.81E-06						
vPd4	Cytoplasm	4.81E-06						
vPd5	Cytoplasm	2.55E-05						
vPd6	Cytoplasm	2.55E-05						
vPd7	Cytoplasm	1.00E-05						
vPd8	Cytoplasm	1.00E-05						
vPd9	Cytoplasm	0.0108						
vPd10	Cytoplasm	6.78E-06						
vPd11	Cytoplasm	6.86E-06						
vPd12	Cytoplasm	2.49E-06						
vPd13	Cytoplasm	9.62E-06						
vPd14	Cytoplasm	9.62E-06						
vPd15	Cytoplasm	9.62E-06						
vPd16	Cytoplasm	2.22E-06						
vPd17	Cytoplasm	2.22E-06						
vPd18	Nucleus	3.43E-06						
vPd19	Nucleus	3.43E-06						
vPd20	Cytoplasm	3.23E-06						
vPd21	Nucleus	3.23E-06						
vPd22	Nucleus	4.81E-05						
vPd23	Nucleus	4.81E-05						
vPd24	Nucleus	4.81E-05						
vPd25	Nucleus	1.34E-05						
vPd26	Cytoplasm	1.34E-05						
vPd27	Cytoplasm	0.081						
vPd28	Cytoplasm	4.83E-05						
vPd29	Cytoplasm	4.83E-05						
vPd30	Cytoplasm	5.75E-06						
vPd31	Cytoplasm	5.75E-06						
vPd32	Cytoplasm	5.75E-06						
vPd33	Cytoplasm	7.01E-06						
vPd34	Cytoplasm	5.75E-06						
vPd35	Cytoplasm	7.24E-06						
vPd36	Cytoplasm	5.75E-06						
vPd37	Cytoplasm	5.85E-06						
vPd38	Cytoplasm	5.35E-06						
vPd39	Cytoplasm	5.35E-06						
vPd40	Cytoplasm	3.18E-06						
vPd41	Cytoplasm	5.93E-07						
vPd42	Cytoplasm	9.62E-06						
vPd43	Cytoplasm	3.43E-06						
vPd44	Cytoplasm	3.43E-06						
vPd45	Cytoplasm	4.15E-05						
vPd46	Cytoplasm	8.40E-06						
vPd47	Cytoplasm	6.41E-06						
vPd48	Cytoplasm	3.03E-05						
vPd49	Cytoplasm	1.12E-05						
vPd50	Cytoplasm	9.62E-06						
vPd51	Cytoplasm	6.86E-06						
vPd52	Cytoplasm	6.86E-06						
vPd53	Cytoplasm	3.43E-06						
vPd54	Cytoplasm	9.62E-06						
vPd55	Cytoplasm	9.62E-06						
vPd56	Cytoplasm	3.43E-06						
vPd57	Cytoplasm	3.43E-06						
vPd58	Cytoplasm	3.43E-06						
vPd59	Nucleus	0.000256721						
vPd60	Nucleus	0.000256721						
vPd61	Nucleus	0.000256721						
vPd62	Nucleus	0.000256721						
vPd63	Cytoplasm	3.18E-06						
vPd64	Cytoplasm	1.45E-06						
vPd65	Cytoplasm	7.01E-06						
vPd66	Cytoplasm	7.24E-06						
vPd67	Cytoplasm	5.85E-06						
vPd69	Cytoplasm	5.75E-06						
vPd70	Cytoplasm	5.35E-06						
vPd71	Cytoplasm	8.40E-06						
vPd72	Cytoplasm	3.03E-05						
vPd73	Cytoplasm	2.55E-05						
vPd74	Cytoplasm	5.75E-06						
vPd75	Cytoplasm	2.55E-05						
vPd76	Cytoplasm	0.000256721						
vPd77	Cytoplasm	0.000256721						
vPd78	Cytoplasm	0.000256721						
vPd79	Cytoplasm	9.62E-06						
vPd80	Cytoplasm	9.62E-06						
vPd81	Cytoplasm	9.62E-06						
vPd82	Cytoplasm	9.62E-06						
vPd83	Cytoplasm	3.03E-05						
vPd84	Cytoplasm	9.62E-06						
vPd85	Cytoplasm	9.62E-06						
vPd86	Cytoplasm	9.62E-06						
vPd87	Nucleus	4.15E-06						
vPd88	Cytoplasm	2.22E-06						
vPd89	Cytoplasm	5.75E-06						
vG1	Cytoplasm	1.00E+00						
vG2	Cytoplasm	2.40E+00						
vG3	Cytoplasm	1.00E+00						
vG4	Cytoplasm	7.00E+00						
vG5	Cytoplasm	1.00E+00						
vG6	Cytoplasm	5.50E+03						
vG7	Cytoplasm	1.00E+00						
vG8	Cytoplasm	5.40E+01						
